,id,count,docty,docdt,majdocty,colti,display_title,pdfurl,listing_relative_url,url_friendly_title,new_url,guid,origu,url,authors.0.author,authors.1.author,docna.0.docna,entityids.entityid,abstracts.cdata!,authors.2.author,authors.3.author,authors.4.author,authors.5.author,authors.6.author,authors.7.author,authors.8.author,EnvironmentalCategory
50,34261590,Ethiopia,Policy Research Working Paper,2024-02-20T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10707; RRR; PROSPERITY; LSMS","Presumptive Tax on Small and
            Microenterprises with a Gender Lens in Ethiopia",http://documents.worldbank.org/curated/en/099610502202466295/pdf/IDU1a10001d614c4e1487c188fd1577ebc8aadf7.pdf,/research/2024/02/34261590/presumptive-tax-small-microenterprises-gender-lens-ethiopia,http://documents.worldbank.org/curated/en/099610502202466295/IDU1a10001d614c4e1487c188fd1577ebc8aadf7,2024/02/34261590/IDU1a10001d614c4e1487c188fd1577ebc8aadf7,099610502202466295,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099610502202466295/IDU1a10001d614c4e1487c188fd1577ebc8aadf7,"Komatsu,Hitomi",,"Presumptive Tax on Small and
            Microenterprises with a Gender Lens in Ethiopia",34261590,"Governments often use simplified
            business tax systems, such as presumptive tax regimes, to
            register and tax small and microenterprises. Despite
            concerns about how such regimes could disproportionately
            affect female-owned and low-revenue entrepreneurs, there is
            a lack of empirical analysis examining the tax burden. The
            presumptive tax in Ethiopia has a complex assessment system,
            where the tax liabilities are determined according to the
            activity type and turnover (99 activities and 19 turnover
            bands), and some activities do not have a tax-free
            threshold. This paper uses two rounds of data in the
            Ethiopian Socioeconomic Surveys and the tax code to analyze
            the equity and gender implications of the presumptive tax on
            small and microenterprises by imputing the effective tax
            rates. There are three key findings. First, the effective
            tax rates are higher for businesses in the lowest quartile
            at 4.3 percent of turnover compared to 1.5 percent for
            businesses in the highest quartile, using the most recent
            survey, resulting in a regressive system. Second, male-owned
            businesses tend to operate in sectors without a tax-free
            threshold and are more likely than female-owned businesses
            to face higher tax rates. Third, the effective tax rates are
            high for businesses in food and beverage services, which is
            female-dominated, and for transit services, which is
            male-dominated, due to the lack of a tax-free threshold for
            these sectors. The study finds that an alternative
            presumptive tax system with a single tax rate on turnover
            and an exemption for all low-revenue businesses would be
            simpler for tax assessment and more progressive.",,,,,,,,
51,34263410,World,Policy Research Working Paper,2024-02-21T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10708; PLANET","Costs of Health Care Associated
            Infections from Inadequate Water and Sanitation in Health
            Care Facilities in Eastern and Southern Africa",http://documents.worldbank.org/curated/en/099428002212438578/pdf/IDU1fd9af37311cfe143471843c1e9de76a93d7e.pdf,/research/2024/02/34263410/costs-health-care-associated-infections-inadequate-water-sanitation-health-care-facilities-eastern-southern-africa,http://documents.worldbank.org/curated/en/099428002212438578/IDU1fd9af37311cfe143471843c1e9de76a93d7e,2024/02/34263410/IDU1fd9af37311cfe143471843c1e9de76a93d7e,099428002212438578,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099428002212438578/IDU1fd9af37311cfe143471843c1e9de76a93d7e,"Hutton,Guy","Chase,Claire","Costs of Health Care Associated Infections
            from Inadequate Water and Sanitation in Health Care
            Facilities in Eastern and Southern Africa",34263410,"In Sub-Saharan Africa, health care
            facilities face critical challenges in water supply,
            sanitation, and hygiene services; health care waste
            management; and environmental cleanliness. With coverage
            below 50 percent, these deficiencies pose significant health
            risks to patients and health care workers, contributing to
            health care–associated infections. Meta-analyses and
            individual studies estimate rates of health care–associated
            infections in Sub-Saharan Africa at between 13 and 30
            percent of hospital admissions, impacting patients,
            families, and health care providers. Rising antimicrobial
            resistance further exacerbates health outcomes and costs. In
            Eastern and Southern Africa, an estimated 3.1 million health
            care–associated infections in 2022 incurred over 320,000
            excess deaths, costing at least US$6 billion, or 1.14
            percent of combined gross domestic product in 2022.
            Investing in comprehensive water supply, sanitation, and
            hygiene and health care waste management can yield
            substantial benefits, with a benefit-cost ratio of 5.8 for
            all economic costs. Beyond preventing health care–associated
            infections, improved cleanliness and infrastructure are
            crucial for patient satisfaction, impacting future health
            care–seeking behavior and health care worker job
            satisfaction. Sub-Saharan African countries should
            prioritize infrastructure investment, budget allocation,
            staffing, and behavioral improvements to enhance the quality
            of health care and mitigate these pressing challenges.","Kennedy-Walker,Ruth Jane",,,,,,,
52,34264690,World,Policy Research Working Paper,2024-02-22T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10709; PROSPERITY; RRR",Stages of Diversification Redux,http://documents.worldbank.org/curated/en/099550102222412535/pdf/IDU16395fe8916f1a142331a82011cfc3941da57.pdf,/research/2024/02/34264690/stages-diversification-redux,http://documents.worldbank.org/curated/en/099550102222412535/IDU16395fe8916f1a142331a82011cfc3941da57,2024/02/34264690/IDU16395fe8916f1a142331a82011cfc3941da57,099550102222412535,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099550102222412535/IDU16395fe8916f1a142331a82011cfc3941da57,"Assem Mohammed G Hassan Ahmed,Hoda","Gatti,Roberta V.",Stages of Diversification Redux,34264690,"The existing literature on
            development and economic diversification finds an inverted-U
            function between these two variables, whereby economies
            diversify as they grow up to a point, after which they start
            specializing. This paper contributes to this literature by
            investigating the stages of diversification over the course
            of development during the past 57 years. The paper
            emphasizes the trajectories of resource-rich and
            resource-poor countries, an issue that has not been covered
            by the extant literature. In addition, the paper studies the
            stages of diversification across three dimensions, namely
            employment, value-added, and exports. Additionally, it
            examines the relationship for services. Non-parametric
            estimations suggest a U-shaped curve between measures of
            economic concentration and per capita income levels, which
            is in line with existing evidence. However, these patterns
            are mainly driven by between-country rather than
            within-country variation, a finding that had been ignored in
            the existing literature. Diversification patterns also
            differ across resource-rich and resource-poor countries:
            Employment and value added in resource-rich countries are on
            average more concentrated at low levels of development while
            in resource poor countries, they are more concentrated at
            high levels of development. In contrast, at all levels of
            development, exports are more concentrated in resource-rich countries.","Lederman,Daniel",,,,,,,
53,34266383,"India,World",Policy Research Working Paper,2024-02-27T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10710; INFRASTRUCTURE","Which Firms Drive the Gains from
            Connectivity and Competition ? The Impact of India’s Golden
            Quadrilateral across the Firm Life Cycle",http://documents.worldbank.org/curated/en/099512302262439753/pdf/IDU10670799d15e61144091962a184bed7f1504a.pdf,/research/2024/02/34266383/firms-drive-gains-connectivity-competition-impact-india’s-golden-quadrilateral-across-firm-life-cycle,http://documents.worldbank.org/curated/en/099512302262439753/IDU10670799d15e61144091962a184bed7f1504a,2024/02/34266383/IDU10670799d15e61144091962a184bed7f1504a,099512302262439753,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099512302262439753/IDU10670799d15e61144091962a184bed7f1504a,"Grover,Arti Goswami","Maloney,William F.","Which Firms Drive the Gains from
            Connectivity and Competition ? The Impact of India’s Golden
            Quadrilateral across the Firm Life Cycle",34266383,"This paper uses the construction of
            India's Golden Quadrilateral (GQ) highway to explore
            the impact of an exogenous increase in market access and
            competition across the firm life cycle and generates four
            findings. First, while exit rates fall for all plants,
            aggregate gains are driven by expansion of young plants.
            Older plants stagnate or contract, consistent with the
            challenges of increased competition for incumbents. Second,
            the benefits of connectivity to young plants depend on
            access to complementary factors, such as finance, and
            business conditions, although older plants respond better in
            more distorted districts, perhaps reflecting access to
            inputs while protecting output markets as in de Loecker et
            al. (2016). Third, expanding young plants correspond to
            capital intensive value chain embedded activities that do
            not require close coordination with final producers. Fourth,
            plant-level panel data confirms plant capabilities as
            central to both the magnitude of the response, and to the
            composition of plants driving it. Aggregate expansion among
            young plants is driven by high skill plants while
            contraction of old plants is driven by low skill plants,
            consistent with frontier firms being able to escape
            competition (Aghion et al. 2014).","O'Connell,Stephen A.",,,,,,,
54,34266428,World,Policy Research Working Paper,2024-02-26T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10711: PEOPLE","Does Financial Development Reduce
            Gender Disparity in Top Manager Positions in Manufacturing
            SMEs in Developing Countries ?",http://documents.worldbank.org/curated/en/099559502262437941/pdf/IDU10d69f1e4178061466c1ad5017894d51e2cf3.pdf,/research/2024/02/34266428/financial-development-reduce-gender-disparity-top-manager-positions-manufacturing-smes-developing-countries,http://documents.worldbank.org/curated/en/099559502262437941/IDU10d69f1e4178061466c1ad5017894d51e2cf3,2024/02/34266428/IDU10d69f1e4178061466c1ad5017894d51e2cf3,099559502262437941,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099559502262437941/IDU10d69f1e4178061466c1ad5017894d51e2cf3,Mohammad Amin,"Gomez Caceres,Norma Janeth","Does Financial Development Reduce Gender
            Disparity in Top Manager Positions in Manufacturing SMEs in
            Developing Countries ?",34266428,"Women often face more hurdles than
            men in obtaining finance. This is especially so when credit
            supply is limited and financial markets are less developed.
            As a result, owners of firms may prefer men over women as
            top managers of their firms, widening the gender gap in top
            manager positions. This paper tests this idea using
            firm-level survey data for small and medium-size formal
            manufacturing enterprises in 47 developing countries. The
            results confirm a positive relationship between credit
            supply and the likelihood of having a woman versus a man as
            the top manager. This positive relationship is much stronger
            in industries that are more dependent on external sources of
            finance for technological reasons. It is also stronger in
            countries with poor coverage by credit bureaus and low
            competition between banks, which is consistent with
            “statistical” and “taste-based” discrimination against women
            borrowers. The main result is robust to several endogeneity
            checks, sample alterations, and alternative measures of
            credit supply and financial development.",,,,,,,,
55,34267316,Ethiopia,Policy Research Working Paper,2024-02-27T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10712; RRR; LSMS; PROSPERITY","Does Unequal Tax Burden
            Contribute to Women-Owned Businesses Leaving the Tax Net ?",http://documents.worldbank.org/curated/en/099413302272427285/pdf/IDU11431b4861e05814b171b2d41d6bc9d75d28d.pdf,/research/2024/02/34267316/unequal-tax-burden-contribute-women-owned-businesses-leaving-tax-net,http://documents.worldbank.org/curated/en/099413302272427285/IDU11431b4861e05814b171b2d41d6bc9d75d28d,2024/02/34267316/IDU11431b4861e05814b171b2d41d6bc9d75d28d,099413302272427285,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099413302272427285/IDU11431b4861e05814b171b2d41d6bc9d75d28d,"Ambel,Alemayehu A.","Woldeyes,Firew Bekele","Does Unequal Tax Burden Contribute to
            Women-Owned Businesses Leaving the Tax Net ?",34267316,"This study investigates gender
            disparities in the tax burden in Addis Ababa, Ethiopia,
            using data on 2,320 taxpayers for 2011 and 2012. A quantile
            regression analysis is employed to control for firm
            characteristics such as sector, size, and age. The results
            show that women-owned businesses are more likely to operate
            in low-profit sectors and report lower sales and tax
            liabilities than men-owned businesses. However, women-owned
            businesses pay as much as men-owned businesses in taxes,
            suggesting that they are subject to a higher effective tax
            rate. This, in turn, may lead to women-owned businesses
            exiting the tax net at a higher rate. These findings suggest
            that gender disparities in tax compliance are not simply due
            to differences in firm characteristics but may also be due
            to biases in tax declaration and enforcement processes.",,,,,,,,
56,34274045,Africa,Policy Research Working Paper,2024-03-04T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10713; PROSPERITY","Governance in Sub-Saharan Africa
            in the 21st Century : Four Trends and an Uncertain Outlook",http://documents.worldbank.org/curated/en/099808303042442715/pdf/IDU143e8beba17307142d319f8b1504c365946ed.pdf,/research/2024/03/34274045/governance-sub-saharan-africa-21st-century-four-trends-uncertain-outlook,http://documents.worldbank.org/curated/en/099808303042442715/IDU143e8beba17307142d319f8b1504c365946ed,2024/03/34274045/IDU143e8beba17307142d319f8b1504c365946ed,099808303042442715,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099808303042442715/IDU143e8beba17307142d319f8b1504c365946ed,"Isser,Deborah Hannah","Raballand,Gael J. R. F.","Governance in Sub-Saharan Africa in the 21st
            Century : Four Trends and an Uncertain Outlook",34274045,"What can be learned from the
            governance trajectory of African countries since the
            beginning of the 21st century What is the quality of
            governance on the African continent and how does it shape
            development The first decade of the millennium saw promising
            growth and poverty reduction in much of the continent. Yet,
            Sub-Saharan Africa has also been the stage of a stream of
            governance reform failures and policy reversals, and many
            countries continue to suffer from the consequences of poor
            governance. This paper explores the dynamics of governance
            reform on the continent over the past two decades and points
            to four key trends. First, effective state institutions,
            capable of maintaining peace, fostering growth, and
            delivering services, have developed unevenly. Second,
            progress has been made on enhancing the inclusiveness and
            accountability of institutions, but it remains constrained
            by the weakness of checks and balances and the persistence
            of patterns of centralized and exclusive power arrangements.
            Third, civic capacity has risen considerably, but the
            inability of institutions to respond to social expectations
            and political mobilization threatens to turn liberal civic
            engagement into distrust, populism, and radicalization.
            Fourth, the combination of these three trends contributes to
            the rise of political instability, which constitutes a major
            threat for the continent.","Watts,Michael John","Zovighian,Diane",,,,,,
57,34275300,Ethiopia,Policy Research Working Paper,2024-03-05T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10714; PLANET","High Temperature and Learning
            Outcomes : Evidence from Ethiopia",http://documents.worldbank.org/curated/en/099026303062419731/pdf/IDU1d26268e21171c147d21bed81a844d4d1d4b1.pdf,/research/2024/03/34275300/high-temperature-learning-outcomes-evidence-ethiopia,http://documents.worldbank.org/curated/en/099026303062419731/IDU1d26268e21171c147d21bed81a844d4d1d4b1,2024/03/34275300/IDU1d26268e21171c147d21bed81a844d4d1d4b1,099026303062419731,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099026303062419731/IDU1d26268e21171c147d21bed81a844d4d1d4b1,"Srivastava,Bhavya","Hirfrfot,Kibrom Tafere","High Temperature and Learning Outcomes :
            Evidence from Ethiopia",34275300,"This paper uses data from 2003–19 on
            2.47 million test takers of a national high stakes
            university entrance exam in Ethiopia to study the impacts of
            temperature on learning outcomes. It finds that high
            temperatures during the school year leading up to the exam
            reduce test scores, controlling for temperatures when the
            exam is taken. The results suggest that the scores of female
            students are less impacted by higher temperatures compared
            to their male counterparts. Additionally, the analysis finds
            that the scores of students from schools located in hotter
            regions are less impacted by higher temperatures compared to
            their counterparts from cooler regions. The evidence
            suggests that the adverse effects of temperature are driven
            by impacts from within-classroom temperatures, rather than
            from indirect impacts on agriculture.","Behrer,Arnold Patrick",,,,,,,
58,34275344,Cambodia,Policy Research Working Paper,2024-03-05T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10715; PEOPLE","Environmental Hazards, Climate,
            and Health in Cambodia : The Shield of Sanitation",http://documents.worldbank.org/curated/en/099027103062441502/pdf/IDU1a6ed49c91591914f4e198a21bde2d796969f.pdf,/research/2024/03/34275344/environmental-hazards-climate-health-cambodia-shield-sanitation,http://documents.worldbank.org/curated/en/099027103062441502/IDU1a6ed49c91591914f4e198a21bde2d796969f,2024/03/34275344/IDU1a6ed49c91591914f4e198a21bde2d796969f,099027103062441502,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099027103062441502/IDU1a6ed49c91591914f4e198a21bde2d796969f,World Bank,,"Environmental Hazards, Climate, and Health
            in Cambodia : The Shield of Sanitation",34275344,"Environmental degradation is the
            largest public health challenge of the century and is likely
            to be exacerbated by climate change. This study undertakes a
            comprehensive examination of the health implications of
            environmental hazards in Cambodia, simultaneously addressing
            extreme temperatures, precipitation patterns, and air
            pollution. It leverages data from the Demographic and Health
            Surveys and satellite-derived metrics on temperature,
            precipitation, and fine particulate matter. The analysis
            identifies a positive association between temperature and
            the occurrence of diarrhea and cough among children and a
            nonlinear relationship between precipitation and these
            health outcomes. Furthermore, the study demonstrates that
            pollution significantly impacts cough incidence. To
            anticipate future trends, climate simulations are employed
            to forecast the incidence of child diarrhea in Cambodia
            under different climate and development scenarios. The
            projections indicate that diarrhea incidence could increase
            to 19 percent by 2040 without significant adaptation
            measures that would lessen the adverse impact of weather.
            For instance, the acceleration in toilet ownership over the
            last decade reduced diarrhea incidence by at least 1.2 to
            1.4 percentage points. Nevertheless, the path ahead requires
            proactive efforts to improve sanitation and hygiene. The
            forecasts suggest that, without additional strategies to
            counter climate change’s adverse effects, only universal
            toilet ownership would contain the climate-driven increase
            in diarrhea incidence expected by 2040.",,,,,,,,
59,34275365,World,Policy Research Working Paper,2024-03-05T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10716; DIGITAL; Impact Evaluation series","Cross-Country Empirical Analysis
            of GovTech Platforms on Citizen Engagement",http://documents.worldbank.org/curated/en/099029103062432172/pdf/IDU1e2fc782f13ddb14ac41ae801f190d313322f.pdf,/research/2024/03/34275365/cross-country-empirical-analysis-govtech-platforms-citizen-engagement,http://documents.worldbank.org/curated/en/099029103062432172/IDU1e2fc782f13ddb14ac41ae801f190d313322f,2024/03/34275365/IDU1e2fc782f13ddb14ac41ae801f190d313322f,099029103062432172,,http://documents.worldbank.org/curated/en/099029103062432172/IDU1e2fc782f13ddb14ac41ae801f190d313322f,World Bank,,"Cross-Country Empirical Analysis of GovTech
            Platforms on Citizen Engagement",34275365,"Countries worldwide are implementing
            GovTech reforms to modernize the public sector and achieve
            better performance while responding to citizens’ needs. At
            its core, GovTech represents a whole-of-government approach
            to public sector modernization, which emphasizes three
            critical aspects: (i) citizen-centric public services that
            are universally accessible; (ii) a whole-of-government
            approach to digital government transformation; and (iii)
            simple, efficient, and transparent government systems.
            Within this context, strengthening citizen engagement is
            crucial to ensure accountability, improve public policy
            quality, and enhance service delivery. Accordingly, this
            study aims to be the first cross-country empirical
            assessment of the impact of GovTech platforms, which can
            allow citizens to: (i) participate in policy decision-making
            and (ii) provide feedback on public service delivery. Using
            a large sample of 176 countries, the study assesses the
            impact of the implementation of national platforms that
            allow citizens to participate more effectively. This
            research employs entropy balancing as the main
            identification strategy, as well as propensity score
            matching and ordinary least squares regressions on the
            matching sample as alternatives. Additional robustness
            checks were performed using alternative GovTech Maturity
            Index 2022 data and by considering the possibility of a
            slower diffusion of the technology. A sensitivity analysis,
            considering the role of governance, political and
            institutional factors, as well as the level of development,
            is likewise performed. The results show a significant and
            positive impact of GovTech platforms on citizen engagement.
            Similarly, democracy and the equal distribution of political
            power have strong and positive effects on citizen
            engagement. By contrast, public sector corruption negatively
            and significantly impacts citizen engagement. The findings
            also provide evidence that GovTech platforms are more
            effective in fostering citizen engagement in high-income
            economies and in countries where the government is
            efficient, institutional and social fragility is low, and
            there is no conflict or only low-intensity conflict. The
            results of an Africa-focused analysis indicate that African
            countries that have adopted such digital platforms likewise
            experience an increase in citizen engagement.",,,,,,,,
60,34276185,World,Policy Research Working Paper,2024-03-06T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10717; PEOPLE; Paper is funded by the Knowledge for Change
            Program (KCP); RRR","Reviewing Assessment Tools for
            Measuring Country Statistical Capacity",http://documents.worldbank.org/curated/en/099452403062436721/pdf/IDU19f52d3a9112621410e192c4140dcbc9fad6e.pdf,/research/2024/03/34276185/reviewing-assessment-tools-measuring-country-statistical-capacity,http://documents.worldbank.org/curated/en/099452403062436721/IDU19f52d3a9112621410e192c4140dcbc9fad6e,2024/03/34276185/IDU19f52d3a9112621410e192c4140dcbc9fad6e,099452403062436721,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099452403062436721/IDU19f52d3a9112621410e192c4140dcbc9fad6e,"Dang,Hai-Anh H.","Pullinger,John James","Reviewing Assessment Tools for Measuring
            Country Statistical Capacity",34276185,"Country statistical capacity is
            increasingly recognized as crucial for development, but no
            academic study exists that reviews the available assessment
            tools. This paper offers the first review study that fills
            this gap, paying particular attention to data and practical
            measurement challenges. It compares the World Bank’s
            recently developed Statistical Performance Indicators and
            Index with other widely used indexes, such as the Open Data
            Inventory index, the Global Data Barometer index, and other
            regional and self-assessment tools. The findings show that
            each index brings advantages in data sources, number of
            indicators, measurement focus, coverage of countries and
            time periods, and correlation with common development
            indexes. The Open Data Inventory index covers the most
            countries, the Global Data Barometer index collects data
            through its surveys, and the Statistical Performance
            Indicators and Index offer a broader framework for assessing
            statistical systems. The paper offers further thoughts on
            the potential mechanisms through which these tools can bring
            positive impacts on economic activities and some political
            economy concerns, as well as future directions for development.","Serajuddin,Umar","Stacy,Brian William",,,,,,
61,34276412,Africa,Policy Research Working Paper,2024-03-06T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10718; DIGITAL","The Quality and Price of Africa’s
            Imports of Digital Goods",http://documents.worldbank.org/curated/en/099023203062417297/pdf/IDU139a4bb921ca441476b197eb159bcb1d2248a.pdf,/research/2024/03/34276412/quality-price-africa’s-imports-digital-goods,http://documents.worldbank.org/curated/en/099023203062417297/IDU139a4bb921ca441476b197eb159bcb1d2248a,2024/03/34276412/IDU139a4bb921ca441476b197eb159bcb1d2248a,099023203062417297,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099023203062417297/IDU139a4bb921ca441476b197eb159bcb1d2248a,"Bastos,Paulo S. R.","Castro,Lucio","The Quality and Price of Africa’s Imports of
            Digital Goods",34276412,"Imported digital goods are critical
            for productivity growth in low-income countries. Using
            detailed data on international trade flows and tariffs, this
            paper finds that African nations tend to import relatively
            low quality, low price digital goods. It also finds that
            digital goods in Africa are subject to relatively higher
            tariffs, along with other factors that contribute to their
            higher cost in the domestic market compared to other
            regions, especially in some low-income countries. The
            findings show that the African Continental Free Trade Area
            will do little to reduce this tariff burden, as most digital
            goods are sourced from higher income nonmembers. In
            contrast, unilateral tariff liberalization toward all
            countries would significantly increase the imports of
            digital goods in Africa.","Vargas Da Cruz,Marcio Jose",,,,,,,
62,34277575,World,Policy Research Working Paper,2024-03-08T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10719; PLANET",Environmental Policy under Weak Institutions,http://documents.worldbank.org/curated/en/099521103082439941/pdf/IDU1d17d244f1b27a14b1c18cbe180694660faa3.pdf,/research/2024/03/34277575/environmental-policy-under-weak-institutions,http://documents.worldbank.org/curated/en/099521103082439941/IDU1d17d244f1b27a14b1c18cbe180694660faa3,2024/03/34277575/IDU1d17d244f1b27a14b1c18cbe180694660faa3,099521103082439941,,http://documents.worldbank.org/curated/en/099521103082439941/IDU1d17d244f1b27a14b1c18cbe180694660faa3,"Karayalcin,Cem","Onder,Harun",Environmental Policy under Weak Institutions,34277575,"Developing countries are facing
            mounting pressures to incorporate environmental concerns
            into their policy reform agendas. This paper finds that
            common environmental policies, such as levying taxes to
            reduce the excessive exploitation of natural assets, can be
            self-defeating when (i) institutions are weak and (ii) the
            general equilibrium effects of such policy actions are
            overlooked. This seemingly paradoxical result is driven by
            fundamental mechanisms in structural transformation
            frameworks, without the need for strong assumptions. It also
            carries a clear policy implication: environmental policies
            should be considered within a country’s broader development
            context, rather than in isolation.",,,,,,,,
63,34279276,"Venezuela, Republica Bolivariana de,Colombia",Policy Research Working Paper,2024-03-12T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10720; PEOPLE","Right to Education : Forced
            Migration and Child Education Outcomes",http://documents.worldbank.org/curated/en/099217103122416095/pdf/IDU1762420931299014dab1884a149cfca999edc.pdf,/research/2024/03/34279276/right-education-forced-migration-child-education-outcomes,http://documents.worldbank.org/curated/en/099217103122416095/IDU1762420931299014dab1884a149cfca999edc,2024/03/34279276/IDU1762420931299014dab1884a149cfca999edc,099217103122416095,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099217103122416095/IDU1762420931299014dab1884a149cfca999edc,"Vargas,Juan F.","Rozo Villarraga,Sandra Viviana","Right to Education : Forced Migration and
            Child Education Outcomes",34279276,"About a third of the 7.7 million
            Venezuelans who have left their country due to political and
            economic turmoil have settled in neighboring Colombia. The
            extent to which the Colombian schooling system can absorb
            the massive demand for education of Venezuelan children is
            key for their future trajectory of human capital
            accumulation, as well as that of Colombian students in
            receiving communities. This paper estimates the effect of
            Venezuelan migration on educational outcomes of children
            living in settlement municipalities in Colombia, distinguish
            between the effect of the migration shock on native and
            migrant students. Specifically, it estimates the effect of
            the migration shock on school enrollment, dropout/promotion
            rates and standardized test scores. The identification
            relies on a plausibly exogenous measure of the predicted
            migration shock faced by each Colombian municipality every
            year. The findings show that the migration shock increased
            the enrollment of Venezuelan students in both public and
            private schools and in all school grades, but also generated
            negative spillovers related to failing promotion rates and
            increasing dropout. This paper documents that these negative
            effects are explained by the differential enrollment
            capacity of schools, as well as by the deterioration of key
            school inputs.",,,,,,,,
64,34280293,"WESTERN AND CENTRAL AFRICA,Cote dIvoire,Western Africa",Policy Research Working Paper,2024-03-13T00:00:00Z,Publications & Research,"Policy Research working paper ; no. WPS
            10721; PEOPLE; Impact Evaluation series","Empowering Adolescent Girls
            through Safe Spaces and Accompanying Measures in Côte d’Ivoire",http://documents.worldbank.org/curated/en/099314103132429536/pdf/IDU1c0b1991d1ba7714b8e19dc6176916e89e31f.pdf,/research/2024/03/34280293/empowering-adolescent-girls-through-safe-spaces-accompanying-measures-côte-d’ivoire,http://documents.worldbank.org/curated/en/099314103132429536/IDU1c0b1991d1ba7714b8e19dc6176916e89e31f,2024/03/34280293/IDU1c0b1991d1ba7714b8e19dc6176916e89e31f,099314103132429536,Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/099314103132429536/IDU1c0b1991d1ba7714b8e19dc6176916e89e31f,"Boulhane,Othmane","Boxho,Claire Elise","Empowering Adolescent Girls through Safe
            Spaces and Accompanying Measures in Côte d’Ivoire",34280293,"This study uses a cluster-randomized
            controlled trial to investigate the effects of a large-scale
            women and girls empowerment program on sexual and
            reproductive health and empowerment outcomes in Côte
            d’Ivoire. The study assesses and compares the impact of
            diverse strategies aimed at equipping girls with life skills
            and sexual and reproductive health knowledge, provided
            through well-established safe spaces, in isolation or in
            combination with livelihood support interventions, or with
            initiatives designed to engage boys and men and community
            and religious leaders. The findings show that one year after
            the end of the interventions, safe spaces alone have a
            moderate impact on girls’ empowerment, while safe spaces
            combined with husbands’ and future husbands’ clubs are the
            most impactful. Combining safe spaces with livelihood
            support interventions leads to improvements in adolescent
            girls’ employment outcomes, as expected. Finally, the
            findings show that engaging leaders in the context of safe
            spaces interventions yields mixed results on girls’ empowerment.","Kanga,Désiré","Koussoube,Mousson Estelle Jamel","Rouanet,Lea Marie",,,,,C
